sentence,relation,entities,sentence_no_tags
"The halting of easy <e1>profits</e1> from <e2>inflation</e2> brought on a banking crisis, which resulted in a complete restructuring of the industry during the late 1990s.",1,"['profits', 'inflation']","The halting of easy profits from inflation brought on a banking crisis, which resulted in a complete restructuring of the industry during the late 1990s."
"Overall, the <e1>fire</e1> after the <e2>earthquake</e2> burned out 7456 houses in over 530 localities.",1,"['fire', 'earthquake']","Overall, the fire after the earthquake burned out 7456 houses in over 530 localities."
The northwest <e1>swell</e1> was generated by a powerful <e2>storm</e2> off Japan on Jan. 5 and gained strength last week.,1,"['swell', 'storm']",The northwest swell was generated by a powerful storm off Japan on Jan. 5 and gained strength last week.
"In the same way that diet and <e1>stress</e1> effect facial <e2>acne</e2> they also effect body acne therefore the basic ""clear skin rules"" of cutting out greasy, fatty foods, and sugary foods as well as trying to reduce everyday stress apply to body acne as well.",0,"['stress', 'acne']","In the same way that diet and stress effect facial acne they also effect body acne therefore the basic ""clear skin rules"" of cutting out greasy, fatty foods, and sugary foods as well as trying to reduce everyday stress apply to body acne as well."
The <e1>wire</e1> had caused a slight <e2>injury</e2> on the ventral side of the neck and at the base of horns.,0,"['wire', 'injury']",The wire had caused a slight injury on the ventral side of the neck and at the base of horns.
Special articles specifically on gas corrosion and <e1>stress</e1> <e2>corrosion</e2> are also available in the literature.,0,"['stress', 'corrosion']",Special articles specifically on gas corrosion and stress corrosion are also available in the literature.
Recent traffic studies by the department show that a majority of the <e1>accidents</e1> are caused by <e2>drivers</e2>.,1,"['accidents', 'drivers']",Recent traffic studies by the department show that a majority of the accidents are caused by drivers.
Chest <e1>pain</e1> from <e2>indigestion</e2> feels like an intense burning and is usually accompanied by regurgitation and gas.,1,"['pain', 'indigestion']",Chest pain from indigestion feels like an intense burning and is usually accompanied by regurgitation and gas.
"It was intermittently wet and dry, and almost always followed with a whine and often a few <e1>tears</e1> from the terrible <e2>pain</e2>.",1,"['tears', 'pain']","It was intermittently wet and dry, and almost always followed with a whine and often a few tears from the terrible pain."
"The mite's <e1>burrows</e1>, fecal matter, proteins and eggs cause itching, <e2>rashes</e2> and sensitivity.",0,"['burrows', 'rashes']","The mite's burrows, fecal matter, proteins and eggs cause itching, rashes and sensitivity."
"Thus previous scientific estimates had overstated the <e1>devastation</e1> caused by the <e2>asteroid</e2>, since topographic and ecologic factors contributing to the result had not been taken into account.",1,"['devastation', 'asteroid']","Thus previous scientific estimates had overstated the devastation caused by the asteroid, since topographic and ecologic factors contributing to the result had not been taken into account."
The analysis <e1>device</e1> instigates the <e2>termination</e2> of the connection.,0,"['device', 'termination']",The analysis device instigates the termination of the connection.
Either we saw our mothers show <e1>fear</e1> from <e2>bugs</e2> /spiders/cockroaches and learned to fear them irrationally.,1,"['fear', 'bugs']",Either we saw our mothers show fear from bugs /spiders/cockroaches and learned to fear them irrationally.
"It's common to get a slight <e1>fever</e1> from <e2>immunizations</e2>, which can make them uncomfortable.",1,"['fever', 'immunizations']","It's common to get a slight fever from immunizations, which can make them uncomfortable."
They are intentionally sewn larger than the pillow to accommodate for <e1>shrinkage</e1> from <e2>washing</e2>.,1,"['shrinkage', 'washing']",They are intentionally sewn larger than the pillow to accommodate for shrinkage from washing.
Heavy <e1>thunderstorms</e1> caused <e2>cancellation</e2> of races later in the afternoon preventing the Masters Mens fours and Masters Womens and Womens eights from racing.,0,"['thunderstorms', 'cancellation']",Heavy thunderstorms caused cancellation of races later in the afternoon preventing the Masters Mens fours and Masters Womens and Womens eights from racing.
"Actually, the earthquake is largely from a global company that had interests insured in China, whereas the <e1>snowstorm</e1> <e2>losses</e2> are exclusively from a variety of Chinese companies that we had relationships with for some year.",0,"['snowstorm', 'losses']","Actually, the earthquake is largely from a global company that had interests insured in China, whereas the snowstorm losses are exclusively from a variety of Chinese companies that we had relationships with for some year."
By avoiding or limiting contact with trash the chance of contracting <e1>germs</e1> that lead to <e2>sickness</e2> or disease is decreased.,0,"['germs', 'sickness']",By avoiding or limiting contact with trash the chance of contracting germs that lead to sickness or disease is decreased.
"In the years since the ADM scandal of the 1990s, the <e1>calamities</e1> caused by the <e2>subversion</e2> of the food resources of masses of people to the private profit interests of a few has reached new heights.",1,"['calamities', 'subversion']","In the years since the ADM scandal of the 1990s, the calamities caused by the subversion of the food resources of masses of people to the private profit interests of a few has reached new heights."
"The living <e1>vaccine</e1>, caused a sharp <e2>temperature elevation</e2> on the day following the second injection.",0,"['vaccine', 'temperature elevation']","The living vaccine, caused a sharp temperature elevation on the day following the second injection."
"In a person who already has some neck <e1>tension</e1> from <e2>stress</e2>, such an event can lead to a long-term increase of neck tension.",1,"['tension', 'stress']","In a person who already has some neck tension from stress, such an event can lead to a long-term increase of neck tension."
The first order of business when a patient complains of palpitations is to check whether the <e1>palpitations</e1> are caused by a <e2>heart rhythm</e2>.,1,"['palpitations', 'heart rhythm']",The first order of business when a patient complains of palpitations is to check whether the palpitations are caused by a heart rhythm.
"The <e1>miscarriages</e1> are caused by one time, non-repeating <e2>genetic problems</e2>.",1,"['miscarriages', 'genetic problems']","The miscarriages are caused by one time, non-repeating genetic problems."
"It found the net aggregate economic benefit to native-born Americans from the enormous <e1>influx</e1> accidentally triggered by the 1965 <e2>immigration</e2> is nugatory-less than $10 billion a year, in an economy of $10 trillion.",1,"['influx', 'immigration']","It found the net aggregate economic benefit to native-born Americans from the enormous influx accidentally triggered by the 1965 immigration is nugatory-less than $10 billion a year, in an economy of $10 trillion."
McGee's <e1>talent</e1> stemmed from mother's <e2>teaching</e2>.,1,"['talent', 'teaching']",McGee's talent stemmed from mother's teaching.
Harbor Beach man pleads in <e1>case</e1> that stemmed from dog <e2>attack</e2> on tot.,1,"['case', 'attack']",Harbor Beach man pleads in case that stemmed from dog attack on tot.
<e1>Sinusitis</e1> and tinnitus cause stress or <e2>anxiety</e2>.,0,"['Sinusitis', 'anxiety']",Sinusitis and tinnitus cause stress or anxiety.
"The cool <e1>fog</e1> of the summer morning had inundated the fabric of the blimp's coverings with excess <e2>moisture</e2>, adding additional weight to the aircraft.",0,"['fog', 'moisture']","The cool fog of the summer morning had inundated the fabric of the blimp's coverings with excess moisture, adding additional weight to the aircraft."
The <e1>perturbations</e1> caused by the substorm related field-aligned <e2>currents</e2> are most notable in the east-west deflections of the geosynchronous magnetic field.,1,"['perturbations', 'currents']",The perturbations caused by the substorm related field-aligned currents are most notable in the east-west deflections of the geosynchronous magnetic field.
Xanax works by changing brain <e1>chemicals</e1> that cause stress and <e2>anxiety</e2>.,0,"['chemicals', 'anxiety']",Xanax works by changing brain chemicals that cause stress and anxiety.
"However several species of <e1>fungi</e1>, insect, and bacteria cause <e2>mortality</e2> or reduced growth of the tree.",0,"['fungi', 'mortality']","However several species of fungi, insect, and bacteria cause mortality or reduced growth of the tree."
The author clearly got a great deal of <e1>pleasure</e1> from the <e2>work</e2> and did not allow his vast amount of material to force him into shallow generalizations.,1,"['pleasure', 'work']",The author clearly got a great deal of pleasure from the work and did not allow his vast amount of material to force him into shallow generalizations.
"General information about the <e1>infection</e1> caused by the <e2>bacteria</e2> called Salmonella, when food is eaten raw or undercooked.",1,"['infection', 'bacteria']","General information about the infection caused by the bacteria called Salmonella, when food is eaten raw or undercooked."
"All the <e1>profits</e1> from the <e2>books</e2> listed below are donated to the Norman Historic Preservation Program, Inc. (NHPP) to be used toward the renovation of the old Norman High School as a children's educational center and museum.",1,"['profits', 'books']","All the profits from the books listed below are donated to the Norman Historic Preservation Program, Inc. (NHPP) to be used toward the renovation of the old Norman High School as a children's educational center and museum."
Gaza following the widespread <e1>destruction</e1> caused by the Israeli <e2>invasion</e2>.,1,"['destruction', 'invasion']",Gaza following the widespread destruction caused by the Israeli invasion.
The <e1>hole</e1> has been caused by the <e2>accumulation</e2> of dust into planets like Earth.,1,"['hole', 'accumulation']",The hole has been caused by the accumulation of dust into planets like Earth.
Sigmoid colon <e1>diverticulitis</e1> is the most common cause of acute <e2>pain</e2> in the left lower abdomen in older adults.,0,"['diverticulitis', 'pain']",Sigmoid colon diverticulitis is the most common cause of acute pain in the left lower abdomen in older adults.
"The relative <e1>calm</e1> produced by the Shia <e2>ceasefire</e2> has coincided with what the CIA is now calling the ""near strategic defeat"" of al-Qaeda in Iraq.",0,"['calm', 'ceasefire']","The relative calm produced by the Shia ceasefire has coincided with what the CIA is now calling the ""near strategic defeat"" of al-Qaeda in Iraq."
"We are aware that <e1>acne</e1> or pimples are caused by <e2>hormonal imbalance</e2>, improper skin care or bad eating habits.",1,"['acne', 'hormonal imbalance']","We are aware that acne or pimples are caused by hormonal imbalance, improper skin care or bad eating habits."
My grandmother is beautiful too but she has a lot of <e1>wrinkles</e1> from the <e2>sun</e2>.,1,"['wrinkles', 'sun']",My grandmother is beautiful too but she has a lot of wrinkles from the sun.
The confrontation between Martyn and Liz earlier ended with a <e1>struggle</e1> that resulted in Martyn's <e2>drowning</e2>.,0,"['struggle', 'drowning']",The confrontation between Martyn and Liz earlier ended with a struggle that resulted in Martyn's drowning.
"The Lancet study already demonstrated that, as of July 2006, the <e1>deaths</e1> caused by the U.S. <e2>invasion</e2> of Iraq rivaled the death toll of the 1994 Rwandan genocide.",1,"['deaths', 'invasion']","The Lancet study already demonstrated that, as of July 2006, the deaths caused by the U.S. invasion of Iraq rivaled the death toll of the 1994 Rwandan genocide."
A 3-year-old boy sustains a chemical <e1>burn</e1> after the <e2>spilling</e2> of bleach onto his lower extremities.,1,"['burn', 'spilling']",A 3-year-old boy sustains a chemical burn after the spilling of bleach onto his lower extremities.
I get severe headaches and <e1>dizziness</e1> from colas and <e2>drinks</e2> with nutrasweet (aspartame) and splenda (sucralose).,1,"['dizziness', 'drinks']",I get severe headaches and dizziness from colas and drinks with nutrasweet (aspartame) and splenda (sucralose).
For a few more years the <e1>surplus</e1> is generated by the <e2>excess</e2> of Social Security tax revenue over benefits paid to today's elderly and disabled.,1,"['surplus', 'excess']",For a few more years the surplus is generated by the excess of Social Security tax revenue over benefits paid to today's elderly and disabled.
"The <e1>decline</e1> in populations has been caused by the <e2>influx</e2> of industrial and resident waste water, sludge sedimentation, and land reclamation.",1,"['decline', 'influx']","The decline in populations has been caused by the influx of industrial and resident waste water, sludge sedimentation, and land reclamation."
A <e1>lamp</e1> emiting a strong white <e2>light</e2> is placed on an mobile block makes it possible to the scanner to sweep all the document.,0,"['lamp', 'light']",A lamp emiting a strong white light is placed on an mobile block makes it possible to the scanner to sweep all the document.
"Relena's head was bowed, though the <e1>heat</e1> was radiating from the young <e2>princess</e2> in waves.",1,"['heat', 'princess']","Relena's head was bowed, though the heat was radiating from the young princess in waves."
"In many patients, the <e1>disease</e1> caused by the H5N1 <e2>virus</e2> follows an unusually aggressive clinical course, with rapid deterioration and high fatality.",1,"['disease', 'virus']","In many patients, the disease caused by the H5N1 virus follows an unusually aggressive clinical course, with rapid deterioration and high fatality."
Agriculture has again become a <e1>producer</e1> of renewable domestic <e2>energy</e2> to offset supply disruption and stabilize fuel prices.,0,"['producer', 'energy']",Agriculture has again become a producer of renewable domestic energy to offset supply disruption and stabilize fuel prices.
"Losing land to new white settlers, non-payment, past broken treaties, plus food shortages and <e1>famine</e1> following crop <e2>failure</e2> led to great discontent among the Dakota people.",1,"['famine', 'failure']","Losing land to new white settlers, non-payment, past broken treaties, plus food shortages and famine following crop failure led to great discontent among the Dakota people."
"Some people voluntarily get involved with politicisation, while others become victims of <e1>circumstances</e1> created by the <e2>politicisation</e2>.",1,"['circumstances', 'politicisation']","Some people voluntarily get involved with politicisation, while others become victims of circumstances created by the politicisation."
"Polar bears and hippos have joined the ranks of species threatened with <e1>extinction</e1> from <e2>climate change</e2>, unregulated hunting and other dangers created by humans.",1,"['extinction', 'climate change']","Polar bears and hippos have joined the ranks of species threatened with extinction from climate change, unregulated hunting and other dangers created by humans."
"Most of the <e1>excitement</e1> came from the <e2>anticipation</e2> of winning a nice prize, all for the sum of one dollar.",1,"['excitement', 'anticipation']","Most of the excitement came from the anticipation of winning a nice prize, all for the sum of one dollar."
"<e1>Progress</e1> comes from constructive <e2>competition</e2>, and churches and religions can benefit greatly from it.",1,"['Progress', 'competition']","Progress comes from constructive competition, and churches and religions can benefit greatly from it."
"The concrete <e1>sidewalk</e1> radiated <e2>heat</e2> like a furnace, and there was no relief in the shade of a large crepe myrtle tree as they walked under it.",0,"['sidewalk', 'heat']","The concrete sidewalk radiated heat like a furnace, and there was no relief in the shade of a large crepe myrtle tree as they walked under it."
The <e1>fire</e1> started with an <e2>explosion</e2> in the cargo hold and spread across the ship within 10 minutes.,1,"['fire', 'explosion']",The fire started with an explosion in the cargo hold and spread across the ship within 10 minutes.
Villagers live in constant <e1>terror</e1> of indiscriminate <e2>gunfire</e2> which fills the nights throughout Chechnya.,1,"['terror', 'gunfire']",Villagers live in constant terror of indiscriminate gunfire which fills the nights throughout Chechnya.
There was an the <e1>outrage</e1> from the sexism <e2>crusaders</e2>.,1,"['outrage', 'crusaders']",There was an the outrage from the sexism crusaders.
"His highly original and topical act reaches from the top of the corporate ladder into blokes' sheds, leaving his audiences <e1>aching</e1> from <e2>laughter</e2>.",1,"['aching', 'laughter']","His highly original and topical act reaches from the top of the corporate ladder into blokes' sheds, leaving his audiences aching from laughter."
Videotape is a fragile medium subject to damage and <e1>deterioration</e1> from <e2>exposure</e2> to poor environmental conditions and inadequate handling practices.,1,"['deterioration', 'exposure']",Videotape is a fragile medium subject to damage and deterioration from exposure to poor environmental conditions and inadequate handling practices.
Most of the <e1>steam</e1> comes from a volcano's <e2>magma</e2>.,1,"['steam', 'magma']",Most of the steam comes from a volcano's magma.
When I start the engine the <e1>car</e1> makes a screaching <e2>sound</e2>.,0,"['car', 'sound']",When I start the engine the car makes a screaching sound.
"The enclosed <e1>community</e1> produced the enclosed <e2>personality</e2>, and vice versa.",0,"['community', 'personality']","The enclosed community produced the enclosed personality, and vice versa."
"In a clock, the '<e1>tick</e1>' is produced by the <e2>action</e2> of the escapement.",1,"['tick', 'action']","In a clock, the 'tick' is produced by the action of the escapement."
"The risks of this procedure include anesthesia complications, post-operative difficulty breathing, and <e1>sore throat</e1> from <e2>intubation</e2>.",1,"['sore throat', 'intubation']","The risks of this procedure include anesthesia complications, post-operative difficulty breathing, and sore throat from intubation."
"Whilst audio sampled at 8kHz is sufficient for communication, such narrow-band speech does not sound natural, leading to user <e1>frustration</e1> after prolonged <e2>exposure</e2>, and making language learning difficult.",1,"['frustration', 'exposure']","Whilst audio sampled at 8kHz is sufficient for communication, such narrow-band speech does not sound natural, leading to user frustration after prolonged exposure, and making language learning difficult."
"Initiated during the early 1990's National Mineral Resource Assessment, this project received a major <e1>boost</e1> from <e2>funding</e2> provided through the 'Data-at-Risk' add-on funding received by the USGS through the 2004 fiscal year.",1,"['boost', 'funding']","Initiated during the early 1990's National Mineral Resource Assessment, this project received a major boost from funding provided through the 'Data-at-Risk' add-on funding received by the USGS through the 2004 fiscal year."
The <e1>energy</e1> of emission produces the <e2>separation field</e2>.,0,"['energy', 'separation field']",The energy of emission produces the separation field.
"I derive tremendous pleasure and <e1>fulfillment</e1> from <e2>teaching</e2>, particularly when I am able to help students understand a previously foreign concept or idea, aid them in seeing a familiar object or event from a new and unusual perspective, guide them with projects they are working on, or encourage the interests they have.",1,"['fulfillment', 'teaching']","I derive tremendous pleasure and fulfillment from teaching, particularly when I am able to help students understand a previously foreign concept or idea, aid them in seeing a familiar object or event from a new and unusual perspective, guide them with projects they are working on, or encourage the interests they have."
"Sometimes the <e1>blockage</e1> comes from <e2>fear</e2>, as for a CEO who hates public speaking but must give frequent speeches.",1,"['blockage', 'fear']","Sometimes the blockage comes from fear, as for a CEO who hates public speaking but must give frequent speeches."
"When they took the floor against a team favored to win the national championship, the <e1>patriots</e1> radiated carefree <e2>confidence</e2>.",0,"['patriots', 'confidence']","When they took the floor against a team favored to win the national championship, the patriots radiated carefree confidence."
<e1>Zinc</e1> is essential for <e2>growth</e2> and cell division.,0,"['Zinc', 'growth']",Zinc is essential for growth and cell division.
"The backup <e1>vocals</e1> are from a rather talented <e2>female</e2>, Stephanie Eitel.",0,"['vocals', 'female']","The backup vocals are from a rather talented female, Stephanie Eitel."
The soft brown and beige <e1>tones</e1> in the decoration provide a tranquil <e2>mood</e2>.,0,"['tones', 'mood']",The soft brown and beige tones in the decoration provide a tranquil mood.
Their <e1>success</e1> comes from their <e2>ability</e2> to quickly answer a growing surge of mid-size customer demands -- demands that *always* focus around ease of implementation and ease of administration/use.,1,"['success', 'ability']",Their success comes from their ability to quickly answer a growing surge of mid-size customer demands -- demands that *always* focus around ease of implementation and ease of administration/use.
"The <e1>filament</e1> emits a yellowish-white <e2>light</e2>, and the walls have a strong yellow tint.",0,"['filament', 'light']","The filament emits a yellowish-white light, and the walls have a strong yellow tint."
"This program is an effective step to mitigate <e1>damage</e1> from <e2>hurricanes</e2>, but let us not forget this is a retroactive measure.",1,"['damage', 'hurricanes']","This program is an effective step to mitigate damage from hurricanes, but let us not forget this is a retroactive measure."
"It's not unlike an archeological dig through an attic, <e1>choking</e1> from <e2>laughter</e2> rather than dust, as familiar and forgotten memories are refreshed and taken for a satirical synaptic spin by a master humorist.",1,"['choking', 'laughter']","It's not unlike an archeological dig through an attic, choking from laughter rather than dust, as familiar and forgotten memories are refreshed and taken for a satirical synaptic spin by a master humorist."
Six glowing disks await <e1>activation</e1> by the <e2>footsteps</e2> of desert wanderers.,1,"['activation', 'footsteps']",Six glowing disks await activation by the footsteps of desert wanderers.
Significant reductions of these levels produce pastries with poor lift in the oven and with unacceptable <e1>shrinkage</e1> after <e2>cooling</e2>.,1,"['shrinkage', 'cooling']",Significant reductions of these levels produce pastries with poor lift in the oven and with unacceptable shrinkage after cooling.
"The <e1>transmitter</e1> generates the electromagnetic <e2>wave</e2>, some of which will be incident on the receiver.",0,"['transmitter', 'wave']","The transmitter generates the electromagnetic wave, some of which will be incident on the receiver."
"True <e1>progress</e1> comes from <e2>science</e2>, debate, inference, logic and reasoning.",1,"['progress', 'science']","True progress comes from science, debate, inference, logic and reasoning."
Preliminary experiments seemed to support this idea in that the <e1>quenches</e1> produced the predicted high <e2>vortex-densities</e2>.,0,"['quenches', 'vortex-densities']",Preliminary experiments seemed to support this idea in that the quenches produced the predicted high vortex-densities.
A tear or a crease changes the character of the surface more drastically than a mere <e1>deformation</e1> from <e2>roundness</e2>.,1,"['deformation', 'roundness']",A tear or a crease changes the character of the surface more drastically than a mere deformation from roundness.
"Continuous <e1>improvement</e1> starts with <e2>measuring</e2> process performance, and instigating a robust process for reviewing further changes logically and quickly.",1,"['improvement', 'measuring']","Continuous improvement starts with measuring process performance, and instigating a robust process for reviewing further changes logically and quickly."
The period of tumor <e1>shrinkage</e1> after radiation <e2>therapy</e2> is often long and varied (mean 29 months).,1,"['shrinkage', 'therapy']",The period of tumor shrinkage after radiation therapy is often long and varied (mean 29 months).
"First, the <e1>sound</e1> radiated from a <e2>surface</e2> simulating a two-dimensional monopole is calculated using an unstructured mesh.",1,"['sound', 'surface']","First, the sound radiated from a surface simulating a two-dimensional monopole is calculated using an unstructured mesh."
"I have always drawn <e1>satisfaction</e1> from <e2>exertion</e2>, straining my muscles to their limits.",1,"['satisfaction', 'exertion']","I have always drawn satisfaction from exertion, straining my muscles to their limits."
That happens when the <e1>media</e1> makes a <e2>mistake</e2>.,0,"['media', 'mistake']",That happens when the media makes a mistake.
Sudden <e1>death</e1> from <e2>inhalation</e2> of petroleum distillates is well recognised in misuses of volatile substances.,1,"['death', 'inhalation']",Sudden death from inhalation of petroleum distillates is well recognised in misuses of volatile substances.
We continue to see progress toward a world free of the daily <e1>terror</e1> of antipersonnel <e2>landmines</e2>.,1,"['terror', 'landmines']",We continue to see progress toward a world free of the daily terror of antipersonnel landmines.
"In a conventional, steam turbine-only power plant, the <e1>heat</e1> required to produce the steam comes from a <e2>boiler</e2>.",1,"['heat', 'boiler']","In a conventional, steam turbine-only power plant, the heat required to produce the steam comes from a boiler."
"After several years of self-observation, Alexander began to teach his method of conscious <e1>inhibition</e1> through manual facilitated <e2>movement</e2>.",1,"['inhibition', 'movement']","After several years of self-observation, Alexander began to teach his method of conscious inhibition through manual facilitated movement."
"As the molten metal cools, it hardens and assumes the <e1>shape</e1> created by the mold's <e2>cavity</e2>.",1,"['shape', 'cavity']","As the molten metal cools, it hardens and assumes the shape created by the mold's cavity."
We planetary citizens have a unique capacity for <e1>ecstasy</e1> from <e2>repetition</e2> - especially when it comes from drumming.,1,"['ecstasy', 'repetition']",We planetary citizens have a unique capacity for ecstasy from repetition - especially when it comes from drumming.
The <e1>scintillator material</e1> produces <e2>visible light</e2> when transversed by the particle's radiated energy.,0,"['scintillator material', 'visible light']",The scintillator material produces visible light when transversed by the particle's radiated energy.
The <e1>evacuation</e1> after the Chernobyl <e2>accident</e2> was poorly planned and chaotic.,1,"['evacuation', 'accident']",The evacuation after the Chernobyl accident was poorly planned and chaotic.
"Their chemical <e1>activation</e1> by <e2>light</e2> (halogen, plasma, lasers, etc.) enhances their efficiency by reducing exposure time and number of appointments.",1,"['activation', 'light']","Their chemical activation by light (halogen, plasma, lasers, etc.) enhances their efficiency by reducing exposure time and number of appointments."
"The moisturizers' primary function is to keep skin moist, minimize <e1>wrinkles</e1> from <e2>dryness</e2>, smoothe and soften skin, and to deliver other ingredients, like sunscreen, that benefit the skin.",1,"['wrinkles', 'dryness']","The moisturizers' primary function is to keep skin moist, minimize wrinkles from dryness, smoothe and soften skin, and to deliver other ingredients, like sunscreen, that benefit the skin."
This lamp causes serious skin burn and eye <e1>inflammation</e1> from shortwave ultraviolet <e2>radiation</e2> when outer envelope of the lamp is broken or punctured.,1,"['inflammation', 'radiation']",This lamp causes serious skin burn and eye inflammation from shortwave ultraviolet radiation when outer envelope of the lamp is broken or punctured.
"Genuine <e1>joy</e1> comes from profound spiritual <e2>awareness</e2> on life and an absolute clarity of direction, living for a purpose.",1,"['joy', 'awareness']","Genuine joy comes from profound spiritual awareness on life and an absolute clarity of direction, living for a purpose."
The <e1>light</e1> in the background is from the <e2>sunrise</e2>.,1,"['light', 'sunrise']",The light in the background is from the sunrise.
"The volunteers enjoy a sense of satisfaction and personal <e1>fulfillment</e1> from <e2>helping</e2> others, and recent findings suggest that this feeling may well be a major reason why many people choose to volunteer.",1,"['fulfillment', 'helping']","The volunteers enjoy a sense of satisfaction and personal fulfillment from helping others, and recent findings suggest that this feeling may well be a major reason why many people choose to volunteer."
This prescription drug alleviates <e1>panic</e1> from <e2>claustrophobia</e2> and is also very handy for airplane rides and in case of broken-down subway cars or elevators.,1,"['panic', 'claustrophobia']",This prescription drug alleviates panic from claustrophobia and is also very handy for airplane rides and in case of broken-down subway cars or elevators.
It has helped to revive a city whose primary natural resource -- its charm -- is constantly threatened with <e1>extinction</e1> from <e2>overdevelopment</e2>.,1,"['extinction', 'overdevelopment']",It has helped to revive a city whose primary natural resource -- its charm -- is constantly threatened with extinction from overdevelopment.
Diabetes drug shows promise for preventing brain <e1>injury</e1> from radiation <e2>therapy</e2>.,1,"['injury', 'therapy']",Diabetes drug shows promise for preventing brain injury from radiation therapy.
Scientific <e1>progress</e1> comes from <e2>breakthroughs</e2> and breakthroughs by their very nature are unpredictable and surprising in their impact.,1,"['progress', 'breakthroughs']",Scientific progress comes from breakthroughs and breakthroughs by their very nature are unpredictable and surprising in their impact.
The <e1>afterglow</e1> is produced by <e2>shock waves</e2> in the jets of tenuous gas that shoot from the blast at almost the speed of light.,1,"['afterglow', 'shock waves']",The afterglow is produced by shock waves in the jets of tenuous gas that shoot from the blast at almost the speed of light.
"Like normal 'Simon' games, it starts with a one digit sequence, and then increases indefinitely until the <e1>caller</e1> makes a <e2>mistake</e2>.",0,"['caller', 'mistake']","Like normal 'Simon' games, it starts with a one digit sequence, and then increases indefinitely until the caller makes a mistake."
<e1>Profit</e1> from <e2>sale</e2> of investments is tax-free for general insurers.,1,"['Profit', 'sale']",Profit from sale of investments is tax-free for general insurers.
The design of the shape of the can ends moreover has a marked effect on their ability to resist <e1>deformation</e1> from internal <e2>pressure</e2>.,1,"['deformation', 'pressure']",The design of the shape of the can ends moreover has a marked effect on their ability to resist deformation from internal pressure.
Companies face big <e1>risk</e1> from <e2>loss</e2> of key employees.,1,"['risk', 'loss']",Companies face big risk from loss of key employees.
Some people experience <e1>tremors</e1> after <e2>drinking</e2> coffee and tea.,1,"['tremors', 'drinking']",Some people experience tremors after drinking coffee and tea.
<e1>Hitting</e1> out of <e2>anger</e2> is absolutely wrong.,1,"['Hitting', 'anger']",Hitting out of anger is absolutely wrong.
He derives great joy and <e1>happiness</e1> from <e2>cycling</e2>.,1,"['happiness', 'cycling']",He derives great joy and happiness from cycling.
The man cannot be too old - in his middle thirties - but his face exhibits more <e1>wrinkles</e1> from <e2>smiling</e2> than I've seen upon the mug of the happiest of grandparents.,1,"['wrinkles', 'smiling']",The man cannot be too old - in his middle thirties - but his face exhibits more wrinkles from smiling than I've seen upon the mug of the happiest of grandparents.
The randomized hypertensive ABCD study demonstrated a decrease in myocardial infarction with ACE inhibitors and a <e1>decrease</e1> in overall mortality with aggressive blood pressure <e2>control</e2>.,1,"['decrease', 'control']",The randomized hypertensive ABCD study demonstrated a decrease in myocardial infarction with ACE inhibitors and a decrease in overall mortality with aggressive blood pressure control.
The resulting <e1>shockwaves</e1> produced the metal-forming <e2>conditions</e2> for periods of 100-200 ns.,0,"['shockwaves', 'conditions']",The resulting shockwaves produced the metal-forming conditions for periods of 100-200 ns.
"Another <e1>drinking</e1> <e2>accident</e2> happened in the Gallup area the other day, which is plagued by drinking and driving accidents.",0,"['drinking', 'accident']","Another drinking accident happened in the Gallup area the other day, which is plagued by drinking and driving accidents."
"The <e1>programmer</e1> made a <e2>mistake</e2> with respect to quoting, but it appeared as over-quoting instead of lurking as a security problem.",0,"['programmer', 'mistake']","The programmer made a mistake with respect to quoting, but it appeared as over-quoting instead of lurking as a security problem."
<e1>Entrepreneurship</e1> out of <e2>necessity</e2> is quite common in Europe where 60% of female headed businesses in Northern Europe and 70% in Southern Europe are established for this reason.,1,"['Entrepreneurship', 'necessity']",Entrepreneurship out of necessity is quite common in Europe where 60% of female headed businesses in Northern Europe and 70% in Southern Europe are established for this reason.
"Anthony finds inspiration in a beautiful, enigmatic older woman who teaches him to follow his heart and find <e1>happiness</e1> through swing <e2>dancing</e2>.",1,"['happiness', 'dancing']","Anthony finds inspiration in a beautiful, enigmatic older woman who teaches him to follow his heart and find happiness through swing dancing."
"I'm finding the most <e1>joy</e1> comes from Asian <e2>flavours</e2>; beautiful fresh fish; things that have been marinated; roasted vegetables; meats that intensify in flavour during the cooking process; and dishes made from the most brilliant, fresh, in-season food.",1,"['joy', 'flavours']","I'm finding the most joy comes from Asian flavours; beautiful fresh fish; things that have been marinated; roasted vegetables; meats that intensify in flavour during the cooking process; and dishes made from the most brilliant, fresh, in-season food."
A cancer survivor writes about the relatively rare occurrence of <e1>calcification</e1> of the breast after radiation <e2>therapy</e2>.,1,"['calcification', 'therapy']",A cancer survivor writes about the relatively rare occurrence of calcification of the breast after radiation therapy.
The <e1>neutrons</e1> were produced by <e2>bombarding</e2> a tritium target with deuterium.,1,"['neutrons', 'bombarding']",The neutrons were produced by bombarding a tritium target with deuterium.
"Before doing for his hair <e1>reduction</e1> by laser <e2>treatment</e2>, he first consulted with a dermatologist.",1,"['reduction', 'treatment']","Before doing for his hair reduction by laser treatment, he first consulted with a dermatologist."
"Short-term side effects are uncommon, but include <e1>headache</e1> from <e2>eyestrain</e2>, nausea, agitation or nervousness.",1,"['headache', 'eyestrain']","Short-term side effects are uncommon, but include headache from eyestrain, nausea, agitation or nervousness."
